feature,importance_gain
feature_892,0.0
feature_901,0.0
feature_1017,0.0
feature_1018,0.0
feature_891,0.0
feature_1020,0.0
feature_890,0.0
feature_1021,0.0
feature_1022,0.0
feature_1011,0.0
feature_1010,0.0
feature_897,0.0
feature_1009,0.0
feature_900,0.0
feature_995,0.0
feature_996,0.0
feature_997,0.0
feature_998,0.0
feature_999,0.0
feature_918,0.0
feature_1000,0.0
feature_1002,0.0
feature_1003,0.0
feature_1004,0.0
feature_1005,0.0
feature_1007,0.0
feature_898,0.0
feature_1008,0.0
feature_917,0.0
feature_936,0.0
feature_991,0.0
feature_983,0.0
feature_951,0.0
feature_982,0.0
feature_952,0.0
feature_953,0.0
feature_954,0.0
feature_981,0.0
feature_980,0.0
feature_956,0.0
feature_979,0.0
feature_957,0.0
feature_1024,0.0
feature_958,0.0
feature_977,0.0
feature_959,0.0
feature_960,0.0
feature_961,0.0
feature_962,0.0
feature_963,0.0
feature_964,0.0
feature_976,0.0
feature_965,0.0
feature_967,0.0
feature_968,0.0
feature_975,0.0
feature_969,0.0
feature_970,0.0
feature_971,0.0
feature_974,0.0
feature_972,0.0
feature_950,0.0
feature_949,0.0
feature_919,0.0
feature_948,0.0
feature_920,0.0
feature_922,0.0
feature_924,0.0
feature_925,0.0
feature_990,0.0
feature_927,0.0
feature_989,0.0
feature_928,0.0
feature_988,0.0
feature_929,0.0
feature_930,0.0
feature_987,0.0
feature_931,0.0
feature_932,0.0
feature_933,0.0
feature_934,0.0
feature_935,0.0
feature_937,0.0
feature_938,0.0
feature_940,0.0
feature_941,0.0
feature_942,0.0
feature_943,0.0
feature_944,0.0
feature_985,0.0
feature_945,0.0
feature_946,0.0
feature_947,0.0
feature_984,0.0
feature_1023,0.0
feature_1329,0.0
feature_1025,0.0
feature_1251,0.0
feature_1335,0.0
feature_1241,0.0
feature_1334,0.0
feature_1242,0.0
feature_1243,0.0
feature_1247,0.0
feature_1248,0.0
feature_1249,0.0
feature_1333,0.0
feature_1252,0.0
feature_1238,0.0
feature_1254,0.0
feature_1255,0.0
feature_1256,0.0
feature_1260,0.0
feature_1263,0.0
feature_1264,0.0
feature_1265,0.0
feature_1266,0.0
feature_1269,0.0
feature_1336,0.0
feature_1338,0.0
feature_1272,0.0
feature_1226,0.0
feature_1215,0.0
feature_1216,0.0
feature_1217,0.0
feature_1218,0.0
feature_1219,0.0
feature_888,0.0
feature_1220,0.0
feature_1222,0.0
feature_1224,0.0
feature_1227,0.0
feature_1339,0.0
feature_1229,0.0
feature_1231,0.0
feature_1232,0.0
feature_1233,0.0
feature_1234,0.0
feature_1235,0.0
feature_1236,0.0
feature_1237,0.0
feature_1340,0.0
feature_1271,0.0
feature_1273,0.0
feature_1213,0.0
feature_1314,0.0
feature_1304,0.0
feature_1305,0.0
feature_1306,0.0
feature_1330,0.0
feature_1308,0.0
feature_1310,0.0
feature_1311,0.0
feature_1312,0.0
feature_1313,0.0
feature_1315,0.0
feature_1301,0.0
feature_1316,0.0
feature_1317,0.0
feature_1318,0.0
feature_1319,0.0
feature_1321,0.0
feature_1322,0.0
feature_1323,0.0
feature_1326,0.0
feature_1327,0.0
feature_1303,0.0
feature_1300,0.0
feature_1331,0.0
feature_1284,0.0
feature_1274,0.0
feature_1275,0.0
feature_1277,0.0
feature_1278,0.0
feature_1279,0.0
feature_1280,0.0
feature_1281,0.0
feature_1282,0.0
feature_1283,0.0
feature_1285,0.0
feature_1299,0.0
feature_1286,0.0
feature_1289,0.0
feature_1290,0.0
feature_1291,0.0
feature_1292,0.0
feature_1293,0.0
feature_1296,0.0
feature_1297,0.0
feature_1298,0.0
feature_1214,0.0
feature_1212,0.0
feature_1026,0.0
feature_1063,0.0
feature_1052,0.0
feature_1053,0.0
feature_1054,0.0
feature_1055,0.0
feature_1056,0.0
feature_1058,0.0
feature_1060,0.0
feature_1061,0.0
feature_1062,0.0
feature_1362,0.0
feature_1050,0.0
feature_1361,0.0
feature_1359,0.0
feature_1358,0.0
feature_1083,0.0
feature_1086,0.0
feature_1356,0.0
feature_1355,0.0
feature_1098,0.0
feature_1354,0.0
feature_1051,0.0
feature_1049,0.0
feature_1353,0.0
feature_1363,0.0
feature_1027,0.0
feature_1028,0.0
feature_1029,0.0
feature_1030,0.0
feature_1031,0.0
feature_1032,0.0
feature_1035,0.0
feature_1036,0.0
feature_1037,0.0
feature_1038,0.0
feature_1048,0.0
feature_1039,0.0
feature_1040,0.0
feature_1041,0.0
feature_1042,0.0
feature_1043,0.0
feature_1044,0.0
feature_1045,0.0
feature_1046,0.0
feature_1047,0.0
feature_1102,0.0
feature_1352,0.0
feature_1211,0.0
feature_1197,0.0
feature_1172,0.0
feature_1174,0.0
feature_1348,0.0
feature_1176,0.0
feature_1178,0.0
feature_1180,0.0
feature_1183,0.0
feature_1189,0.0
feature_1196,0.0
feature_1198,0.0
feature_1166,0.0
feature_1199,0.0
feature_1201,0.0
feature_1204,0.0
feature_1206,0.0
feature_1207,0.0
feature_1209,0.0
feature_1210,0.0
feature_1345,0.0
feature_1344,0.0
feature_1168,0.0
feature_1164,0.0
feature_1351,0.0
feature_1350,0.0
feature_1121,0.0
feature_1126,0.0
feature_1130,0.0
feature_1132,0.0
feature_1134,0.0
feature_1136,0.0
feature_1138,0.0
feature_1140,0.0
feature_1141,0.0
feature_1144,0.0
feature_1162,0.0
feature_1146,0.0
feature_1148,0.0
feature_1150,0.0
feature_1152,0.0
feature_1154,0.0
feature_1156,0.0
feature_1158,0.0
feature_1160,0.0
feature_1349,0.0
feature_889,0.0
feature_685,0.0
feature_887,0.0
feature_493,0.0
feature_451,0.0
feature_452,0.0
feature_453,0.0
feature_455,0.0
feature_458,0.0
feature_459,0.0
feature_483,0.0
feature_485,0.0
feature_486,0.0
feature_488,0.0
feature_490,0.0
feature_492,0.0
feature_494,0.0
feature_448,0.0
feature_495,0.0
feature_496,0.0
feature_498,0.0
feature_501,0.0
feature_503,0.0
feature_504,0.0
feature_505,0.0
feature_506,0.0
feature_507,0.0
feature_508,0.0
feature_509,0.0
feature_511,0.0
feature_449,0.0
feature_447,0.0
feature_513,0.0
feature_375,0.0
feature_304,0.0
feature_306,0.0
feature_307,0.0
feature_308,0.0
feature_312,0.0
feature_326,0.0
feature_329,0.0
feature_348,0.0
feature_354,0.0
feature_368,0.0
feature_373,0.0
feature_374,0.0
feature_376,0.0
feature_441,0.0
feature_387,0.0
feature_394,0.0
feature_399,0.0
feature_403,0.0
feature_407,0.0
feature_412,0.0
feature_416,0.0
feature_417,0.0
feature_427,0.0
feature_429,0.0
feature_436,0.0
feature_440,0.0
feature_512,0.0
feature_514,0.0
feature_886,0.0
feature_566,0.0
feature_552,0.0
feature_553,0.0
feature_554,0.0
feature_556,0.0
feature_557,0.0
feature_558,0.0
feature_560,0.0
feature_561,0.0
feature_562,0.0
feature_563,0.0
feature_564,0.0
feature_565,0.0
feature_567,0.0
feature_549,0.0
feature_568,0.0
feature_569,0.0
feature_570,0.0
feature_571,0.0
feature_572,0.0
feature_573,0.0
feature_574,0.0
feature_575,0.0
feature_576,0.0
feature_577,0.0
feature_578,0.0
feature_579,0.0
feature_550,0.0
feature_546,0.0
feature_516,0.0
feature_529,0.0
feature_517,0.0
feature_518,0.0
feature_519,0.0
feature_520,0.0
feature_521,0.0
feature_522,0.0
feature_523,0.0
feature_524,0.0
feature_525,0.0
feature_526,0.0
feature_527,0.0
feature_528,0.0
feature_530,0.0
feature_545,0.0
feature_531,0.0
feature_532,0.0
feature_533,0.0
feature_534,0.0
feature_535,0.0
feature_536,0.0
feature_538,0.0
feature_539,0.0
feature_540,0.0
feature_541,0.0
feature_542,0.0
feature_544,0.0
feature_302,0.0
feature_301,0.0
feature_300,0.0
feature_163,0.0
feature_138,0.0
feature_141,0.0
feature_144,0.0
feature_145,0.0
feature_152,0.0
feature_154,0.0
feature_156,0.0
feature_157,0.0
feature_158,0.0
feature_159,0.0
feature_160,0.0
feature_162,0.0
feature_164,0.0
feature_132,0.0
feature_165,0.0
feature_166,0.0
feature_169,0.0
feature_171,0.0
feature_172,0.0
feature_173,0.0
feature_174,0.0
feature_183,0.0
feature_186,0.0
feature_188,0.0
feature_189,0.0
feature_190,0.0
feature_137,0.0
feature_131,0.0
feature_297,0.0
feature_88,0.0
feature_50,0.0
feature_53,0.0
feature_55,0.0
feature_57,0.0
feature_58,0.0
feature_59,0.0
feature_60,0.0
feature_67,0.0
feature_73,0.0
feature_75,0.0
feature_81,0.0
feature_87,0.0
feature_90,0.0
feature_130,0.0
feature_94,0.0
feature_101,0.0
feature_103,0.0
feature_105,0.0
feature_107,0.0
feature_112,0.0
feature_114,0.0
feature_115,0.0
feature_118,0.0
feature_119,0.0
feature_127,0.0
feature_129,0.0
feature_191,0.0
feature_192,0.0
feature_193,0.0
feature_265,0.0
feature_238,0.0
feature_240,0.0
feature_241,0.0
feature_243,0.0
feature_244,0.0
feature_246,0.0
feature_247,0.0
feature_248,0.0
feature_249,0.0
feature_253,0.0
feature_257,0.0
feature_258,0.0
feature_268,0.0
feature_198,0.0
feature_269,0.0
feature_272,0.0
feature_273,0.0
feature_274,0.0
feature_275,0.0
feature_276,0.0
feature_278,0.0
feature_279,0.0
feature_288,0.0
feature_289,0.0
feature_291,0.0
feature_292,0.0
feature_237,0.0
feature_234,0.0
feature_233,0.0
feature_232,0.0
feature_199,0.0
feature_200,0.0
feature_201,0.0
feature_202,0.0
feature_203,0.0
feature_205,0.0
feature_206,0.0
feature_207,0.0
feature_208,0.0
feature_209,0.0
feature_210,0.0
feature_211,0.0
feature_212,0.0
feature_214,0.0
feature_215,0.0
feature_218,0.0
feature_220,0.0
feature_223,0.0
feature_225,0.0
feature_226,0.0
feature_227,0.0
feature_228,0.0
feature_229,0.0
feature_230,0.0
feature_231,0.0
feature_580,0.0
feature_581,0.0
feature_582,0.0
feature_795,0.0
feature_777,0.0
feature_778,0.0
feature_779,0.0
feature_780,0.0
feature_783,0.0
feature_784,0.0
feature_785,0.0
feature_786,0.0
feature_787,0.0
feature_789,0.0
feature_790,0.0
feature_794,0.0
feature_796,0.0
feature_769,0.0
feature_797,0.0
feature_800,0.0
feature_801,0.0
feature_803,0.0
feature_804,0.0
feature_805,0.0
feature_807,0.0
feature_808,0.0
feature_809,0.0
feature_811,0.0
feature_812,0.0
feature_813,0.0
feature_774,0.0
feature_767,0.0
feature_715,0.0
feature_735,0.0
feature_717,0.0
feature_718,0.0
feature_719,0.0
feature_720,0.0
feature_721,0.0
feature_722,0.0
feature_723,0.0
feature_724,0.0
feature_725,0.0
feature_726,0.0
feature_727,0.0
feature_732,0.0
feature_737,0.0
feature_766,0.0
feature_738,0.0
feature_740,0.0
feature_741,0.0
feature_742,0.0
feature_745,0.0
feature_747,0.0
feature_750,0.0
feature_753,0.0
feature_759,0.0
feature_761,0.0
feature_763,0.0
feature_764,0.0
feature_814,0.0
feature_817,0.0
feature_818,0.0
feature_871,0.0
feature_858,0.0
feature_859,0.0
feature_860,0.0
feature_862,0.0
feature_863,0.0
feature_864,0.0
feature_865,0.0
feature_866,0.0
feature_867,0.0
feature_868,0.0
feature_869,0.0
feature_870,0.0
feature_872,0.0
feature_820,0.0
feature_873,0.0
feature_874,0.0
feature_875,0.0
feature_876,0.0
feature_877,0.0
feature_878,0.0
feature_879,0.0
feature_881,0.0
feature_882,0.0
feature_883,0.0
feature_884,0.0
feature_885,0.0
feature_857,0.0
feature_856,0.0
feature_855,0.0
feature_854,0.0
feature_821,0.0
feature_822,0.0
feature_825,0.0
feature_827,0.0
feature_828,0.0
feature_830,0.0
feature_835,0.0
feature_836,0.0
feature_837,0.0
feature_838,0.0
feature_839,0.0
feature_840,0.0
feature_841,0.0
feature_842,0.0
feature_843,0.0
feature_844,0.0
feature_845,0.0
feature_846,0.0
feature_847,0.0
feature_848,0.0
feature_849,0.0
feature_850,0.0
feature_851,0.0
feature_852,0.0
feature_853,0.0
feature_716,0.0
feature_714,0.0
feature_584,0.0
feature_631,0.0
feature_618,0.0
feature_620,0.0
feature_621,0.0
feature_622,0.0
feature_623,0.0
feature_624,0.0
feature_625,0.0
feature_626,0.0
feature_627,0.0
feature_628,0.0
feature_629,0.0
