feature,n_total,n_non_na,n_missing,missing_ratio,n_unique,top_freq_ratio,min,q01,q05,q25,median,mean,q75,q95,q99,max,std,skew,kurtosis,zero_ratio,negative_ratio,flags
feature_20,247972,247972,0,0.0,71329,0.12817979449292663,0.0,0.07988374329786993,0.1313713077957886,0.2475447507727748,0.2953675119674491,0.3099891611735276,0.3669988135968093,0.4964030086434794,0.7170265680405815,4.743406527037693,0.1334148035846404,4.303757580182799,64.61271676639014,0.0009033277950736373,0.0,high_skew;heavy_tails
feature_21,247972,247972,0,0.0,52359,0.12817979449292663,0.3741007086589724,0.3741007086589724,0.5043679250541604,0.6072845638191492,0.845190467764303,0.913669120440208,1.0945909900837123,1.4964028346358895,2.2446042519538345,14.964028346358896,0.40266731775449,4.171976206826917,49.1942470305198,0.0,0.0,left_edge_mass;high_skew;heavy_tails
feature_22,247972,247972,0,0.0,56433,0.12817979449292663,0.0,0.131578947368421,0.2294197105263158,0.3191955124306721,0.4189578421052631,0.4338763100552937,0.5116958947368422,0.6766917105263158,0.9210526315789476,4.342105263157895,0.15922705340460763,2.436896691893044,21.229886209465885,0.000971883922378333,0.0,heavy_tails
feature_23,247972,247972,0,0.0,177178,0.1302687400190344,0.2757092567389542,0.42452867803605626,0.4728578376311686,0.5820011501269413,0.7114344805453368,0.7190440905772606,0.8316134916908705,1.0508068010311522,1.0508068010311522,1.903044072445545,0.17751113413908798,0.543455183398052,-0.515127550115591,0.0,0.0,
feature_24,247972,247972,0,0.0,176522,0.1302687400190344,0.1747734643082177,0.44487978745033463,0.503487455254496,0.6005100053881323,0.7276834020724662,0.7340836077836265,0.8240829950190897,1.1158418497238656,1.1349457422789369,1.277532674072533,0.17729797197505187,0.7187086433028349,-0.13943138963941637,0.0,0.0,
feature_25,247972,247972,0,0.0,177192,0.1302687400190344,0.445291780241015,0.5301426154423563,0.5803116292370024,0.6574405843457765,0.7552582237937742,0.7689378218306764,0.8394150963935484,1.101590275562555,1.1178633652523964,1.4132695006230906,0.1496442123624208,0.8501997260533574,0.08132816417407529,0.0,0.0,
feature_26,247972,247972,0,0.0,178121,0.1302687400190344,0.3206432938261825,0.39430063967034773,0.43952737369438905,0.5383650780943874,0.658011890065349,0.6812037464605057,0.7534651577266465,1.1290833105110367,1.1492514988982097,1.2220577144277642,0.1965515996700079,0.9916870593090524,0.2907918657614381,0.0,0.0,
feature_27,247972,247972,0,0.0,179427,0.1302687400190344,0.2046811459944008,0.2731685989087714,0.3152546259715136,0.3982623486959069,0.5343281527788184,0.5814683150610843,0.6586845824790372,1.138999102563229,1.1581567977003822,1.606169835225841,0.242701792839617,1.1821696583403152,0.6550272667746495,0.0,0.0,
feature_28,247972,247972,0,0.0,178504,0.1302687400190344,0.3450073090660933,0.4044516961658926,0.44405291991962875,0.5338195509755876,0.6432136255945943,0.6768692889936326,0.7360993253608434,1.1549304244707659,1.180097099374785,1.180097099374785,0.20173237383453244,1.1643601722361034,0.6198276175967394,0.0,0.0,right_edge_mass
feature_29,247972,247972,0,0.0,172933,0.1302687400190344,0.5113496319937822,0.6915654492146621,0.7605780783076931,0.8638406679704156,0.8909757073678609,0.8967812172860298,0.9269977073449518,1.0309692449590673,1.0970064977550211,1.6054582341578614,0.07759755779041169,-0.003392895725934711,2.0091623746837497,0.0,0.0,
feature_30,247972,247972,0,0.0,177627,0.1302687400190344,0.3739643075971936,0.45752579777985086,0.5144300101016235,0.5911902306813352,0.7142138673761722,0.7244633553767152,0.7906260246523772,1.113091497524274,1.1315363851644136,1.6940864102804718,0.17291100476554833,0.9243919803920939,0.2127451258309665,0.0,0.0,
feature_31,247972,247972,0,0.0,177224,0.1302687400190344,0.0098570172072531,0.22998085615611927,0.33302273773213437,0.46790542010673264,0.5924561840750162,0.6248062778832066,0.662315996851029,1.1896979031915635,1.219217425360292,1.219217425360292,0.2396414455350965,1.0819585308103103,0.6650576541264019,0.0,0.0,right_edge_mass
feature_32,247972,247972,0,0.0,176239,0.1302687400190344,0.0024666154418435,0.18252049359311787,0.29004547400299835,0.4261673106119681,0.5803057633811292,0.6123853269376303,0.6928875533200037,1.1771188841135596,1.204660362632282,1.204660362632282,0.26004891143950104,0.8381321204765209,-0.05530204411770656,0.0,0.0,right_edge_mass
feature_33,247972,247972,0,0.0,180188,0.1302687400190344,0.0012108413894647,0.10773285989174602,0.16968837223545377,0.27244489812371137,0.3945388959751319,0.48249871620377877,0.49450401436885943,1.2451952876240446,1.2848152052930797,1.2848152052930797,0.3100494751693845,1.4113353762516896,1.0442715712820547,0.0,0.0,right_edge_mass
feature_34,247972,247972,0,0.0,9082,0.12233236010517316,0.0056074770207477,0.0753138165313816,0.1261682316168231,0.245136210513621,0.424528350452835,0.49815033956509186,0.6279070677907067,1.1250001125000113,1.5000001800000178,3.600000360000036,0.3345474282626615,1.3558655845064895,2.533865838193255,0.0,0.0,
feature_35,247972,247972,0,0.0,4566,0.12233236010517316,0.004601933,0.0254452929999999,0.042462847,0.10309278,0.27027028,0.4066015934071794,0.5263157999999999,1.25,1.25,2.7272728,0.3785713775052946,1.1385525654711555,0.39482629118199597,0.0,0.0,
feature_36,247972,247972,0,0.0,3336,0.12233236010517316,0.0037835792,0.020216523169999973,0.034602077,0.088495575,0.25,0.3914129412419158,0.5,1.25,1.25,2.5,0.37814500109061644,1.1239065859268171,0.1755881388445233,0.0,0.0,
feature_37,247972,247972,0,0.0,16762,0.12233236010517316,0.0035825532406701,0.1449579358886708,0.2613635603068429,0.4791665262708789,0.5749998131250608,0.6215629725308627,0.7187497664063259,1.1201294784579194,1.437499532812652,4.7642842316076255,0.2574861709469475,1.1545238295937692,3.177964082295122,0.0,0.0,
feature_38,247972,247972,0,0.0,3800,0.12233236010517316,0.0033090667999999,0.0217864919999999,0.0373134319999999,0.09433962,0.25641026,0.3989314888433884,0.5263157999999999,1.25,1.25,2.7272728,0.37974671276564387,1.1434535794878984,0.3697055162825915,0.0,0.0,
feature_39,247972,247972,0,0.0,7182,0.12233236010517316,0.0056074770207477,0.0327272765727276,0.0548780517878051,0.1258741385874138,0.2903226050322605,0.40480388096825937,0.5294118229411823,1.1250001125000113,1.1250001125000113,4.695652369565237,0.34612031616514766,1.1984940252932679,1.3174746168347413,0.0,0.0,
feature_40,247972,247972,0,0.0,6015,0.12233236010517316,0.004141740114174,0.0299500859950085,0.0500000063000006,0.1146496974649697,0.2686567408656741,0.38795006641993995,0.5000000540000054,1.1250001125000113,1.1250001125000113,3.0000003600000356,0.34187766244207185,1.1737284909781744,0.8108811799824625,0.0,0.0,
feature_41,247972,247972,0,0.0,174714,0.1302687400190344,0.1160907923617876,0.5144428648398907,0.5785815296740704,0.6814131619808272,0.7357017115495119,0.7650568272483381,0.822264645813078,1.0223568537335594,1.1389285966729696,1.3270862755873702,0.13345936647873466,0.8206156184438168,0.803935305246203,0.0,0.0,
feature_42,247972,247972,0,0.0,170866,0.1302687400190344,0.5408845829300958,0.7315794900322296,0.7732670386625426,0.8642083102408795,0.9028030015931552,0.9109462868080728,0.9427954736975153,1.0934739645769425,1.1942875639178148,1.22074645452973,0.08874135811506073,0.7836422624815118,1.7411165569903764,0.0,0.0,
feature_43,247972,247972,0,0.0,178090,0.1302687400190344,0.007584636644287,0.07534032032870125,0.0988109607269621,0.15539593594100157,0.2759778124096032,0.5025377064390627,0.3995519323231299,1.8127551993210838,4.321314866288124,6.496451970183108,0.7546632318257191,3.8363574505410174,16.887398652629127,0.0,0.0,high_skew
feature_44,247972,247972,0,0.0,179268,0.1302687400190344,0.0358015977741635,0.19025060715673936,0.2621188408465543,0.40846952644715173,0.6816394702386432,0.7317556990318381,0.9056523690428698,1.8049286908890048,2.3876744049263,2.3876744049263,0.4542769436491827,1.7845639173338104,3.502263858852671,0.0,0.0,right_edge_mass
feature_45,247972,247972,0,0.0,179939,0.1302687400190344,0.0028810405872335,0.11155163021614364,0.17983105847068587,0.26620087054677427,0.38732816299208206,0.48047844481242774,0.4921965325790564,1.2491600683836968,1.289492077138385,1.289492077138385,0.3114777874561949,1.4343148909736834,1.0785381071663078,0.0,0.0,right_edge_mass
feature_46,247972,247972,0,0.0,35598,0.1223525236720275,0.0,0.0,0.19305580562500008,0.4048295375,0.5965355386546034,0.6260608285481705,0.8333333749999999,1.25,1.25,1.25,0.2929474558466777,0.25396267656669164,-0.4314053768943058,0.019869178778249157,0.0,left_edge_mass;right_edge_mass
feature_47,247972,247972,0,0.0,189665,0.12817979449292663,0.1084855114354473,0.8648166881697752,0.9044537790653084,0.96602953209734,0.9852792619676407,0.9903052876585405,1.008840060525873,1.0762720965886228,1.2555634219648952,10.438372333503898,0.1137407971275375,29.39647672656679,1847.9291273004396,0.0,0.0,high_skew;heavy_tails
feature_48,247972,247972,0,0.0,199801,0.1298170761214976,0.3812084014287029,0.4786689639897693,0.5343962550679048,0.6090846269624802,0.72309595590875,0.7340772254671326,0.7947430318981744,1.1004762611579435,1.153455470973873,1.4401790852889018,0.16419805655432954,0.9572226884276304,0.33228699541654994,0.0,0.0,
feature_49,247972,247972,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,almost_binary;one_value_dominates;constant;left_edge_mass;right_edge_mass
feature_50,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,0.0016266836175051983,0.0,0.0118960714285714,0.0118960714285714,0.0118960714285714,0.004087188799284738,2.1146010927445396,2.471557715539042,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_51,247972,247972,0,0.0,2347,0.5697498104624715,0.0,0.0,0.0,0.0,0.0,47.9690847367848,5.437208928571429,170.0,871.0,348460.0,804.8095248722607,335.001053343594,142128.1828046158,0.5697498104624715,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_52,247972,247972,0,0.0,2383,0.37259851918765025,0.0,0.0,0.0,0.0,5.0,61.14759568616618,39.134056785714286,222.0,935.0,83954.0,467.4969085397235,84.03721698574721,11693.341593136656,0.37259851918765025,0.0,left_edge_mass;high_skew;heavy_tails
feature_53,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,0.09211285834691013,0.0,0.6736289285714285,0.6736289285714285,0.6736289285714285,0.23144183592565726,2.114601092744539,2.471557715539044,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_54,247972,247972,0,0.0,406,0.7470762828061233,0.0,0.0,0.0,0.0,0.0,2.1223898710338265,1.0,6.0,36.0,3306.0,21.705209957755297,59.70628362792992,6137.108780677532,0.7470762828061233,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_55,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,0.7789646690755407,0.0,5.696632857142857,5.696632857142857,5.696632857142857,1.9572187463023483,2.114601092744539,2.471557715539042,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_56,247972,247972,0,0.0,1690,0.6170293420224864,0.0,0.0,0.0,0.0,0.0,26.62495707354056,13.0,64.0,456.0,75999.0,378.53223710250296,115.14295715657202,18761.85811233847,0.6170293420224864,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_57,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,6.949385414481108e-05,0.0,0.0005082142857142,0.0005082142857142,0.0005082142857142,0.00017460955481645246,2.11460109274454,2.4715577155390447,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_58,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,0.005524443969480413,0.0,0.0404007142857142,0.0404007142857142,0.0404007142857142,0.013880662023858065,2.114601092744539,2.4715577155390447,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_59,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,0.0527019804252093,0.0,0.3854139285714286,0.3854139285714286,0.3854139285714286,0.1324184628012648,2.1146010927445396,2.471557715539044,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_60,247972,247972,0,0.0,283,0.7967552788218024,0.0,0.0,0.0,0.0,0.0,1.0135685672172665,0.0,2.0,16.0,4747.0,15.372061554686582,147.40019528202154,38916.47857192706,0.7967552788218024,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_61,247972,247972,0,0.0,277,0.7630861548884551,0.0,0.0,0.0,0.0,0.0,1.2937076920781378,0.0,4.0,24.0,2623.0,13.038918734499862,69.58621034481246,9319.136349777247,0.7630861548884551,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_62,247972,247972,0,0.0,1287,0.6440727178875034,0.0,0.0,0.0,0.0,0.0,15.937144994475183,4.8398525,26.0,184.0,68380.0,319.53652771117606,98.21952842847563,14601.803083584347,0.6440727178875034,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_63,247972,247972,0,0.0,105,0.8606818511767458,0.0,0.0,0.0,0.0,0.0,0.3178404258948591,0.0,0.1334353571428571,0.1334353571428571,38018.0,80.17936940975164,440.398860091703,205191.9520774233,0.8606818511767458,0.0,very_discrete;one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_64,247972,247972,0,0.0,1818,0.7585049924991532,0.0,0.0,0.0,0.0,0.0,23.637235798154627,0.0,12.0,315.29000000000815,64477.0,426.4584516339544,61.227454129017,5902.832234056966,0.7585049924991532,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_65,247972,247972,0,0.0,793,0.7419628022518672,0.0,0.0,0.0,0.0,0.0,6.035960715121063,1.0,10.0,88.0,24156.0,125.1291071926875,97.73162606801321,13610.961021094121,0.7419628022518672,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_66,247972,247972,0,0.0,2117,0.5856306357169357,0.0,0.0,0.0,0.0,0.0,37.58399013154711,11.710782142857145,113.0,674.2900000000081,80580.0,366.05647146993624,77.5359676755161,12240.760509869562,0.5856306357169357,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_67,247972,247972,0,0.0,1710,0.6689827883793331,0.0,0.0,0.0,0.0,0.0,24.54053255924056,8.782999285714286,60.0,438.0,29586.0,254.10418978007473,43.71380576741696,3113.453042747373,0.6689827883793331,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_68,247972,247972,0,0.0,432,0.8054336779959027,0.0,0.0,0.0,0.0,0.0,1.6970783294888132,0.0,2.0,24.0,8914.0,40.32816113040765,116.39772081283077,20030.741088966482,0.8054336779959027,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_69,247972,247972,0,0.0,5465,0.2743011307728292,0.0,0.0,0.0,0.0,38.0,305.54110012251385,116.0,1156.0,3754.290000000008,1117816.0,4068.4390642572625,130.58366361489834,27395.281342102047,0.2743011307728292,0.0,left_edge_mass;high_skew;heavy_tails
feature_70,247972,247972,0,0.0,1002,0.5094204184343394,0.0,0.0,0.0,0.0,0.0,16.00926748503863,5.0,70.0,249.0,10381.0,89.91323970642122,40.627726217619724,3096.9040669105625,0.5094204184343394,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_71,247972,247972,0,0.0,2489,0.49395496265707417,0.0,0.0,0.0,0.0,1.0,60.23059969839336,14.202261071428572,135.0,837.2900000000081,309645.0,1058.0382268309934,144.65319246528892,34652.8035673217,0.49395496265707417,0.0,left_edge_mass;high_skew;heavy_tails
feature_72,247972,247972,0,0.0,4975,0.32157662961947314,0.0,0.0,0.0,0.0,28.0,206.64873601620346,87.0,904.0,3273.290000000008,195619.0,1036.9808926270969,48.614605995867194,6302.368826662216,0.32157662961947314,0.0,left_edge_mass;high_skew;heavy_tails
feature_73,247972,247972,0,0.0,536,0.7474069653025341,0.0,0.0,0.0,0.0,0.0,2.715383475110093,0.5832567857142857,6.0,47.0,8627.0,34.18046438747399,88.69547786682344,17570.861367418875,0.7474069653025341,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_74,247972,247972,0,0.0,124,0.8244600196796412,0.0,0.0,0.0,0.0,0.0,0.3000063079702547,0.0,0.1250785714285714,7.0,592.0,3.4112323469129615,53.8750438320771,5727.175230793321,0.8244600196796412,0.0,very_discrete;one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_75,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,0.0031067122497701275,0.0,0.0227196428571428,0.0227196428571428,0.0227196428571428,0.007805893766444461,2.1146010927445396,2.471557715539043,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_76,247972,247972,0,0.0,3037,0.4429451712290097,0.0,0.0,0.0,0.0,3.0,82.27708665809044,15.0,274.0,1333.2900000000081,205261.0,994.6682273245898,106.8605949960858,16835.53548535151,0.4429451712290097,0.0,left_edge_mass;high_skew;heavy_tails
feature_77,247972,247972,0,0.0,1657,0.49026099720936234,0.0,0.0,0.0,0.0,1.0,25.415806201224328,11.491751071428572,70.0,426.0,45274.0,242.19332496310605,75.01075456417574,10831.533699386704,0.49026099720936234,0.0,left_edge_mass;high_skew;heavy_tails
feature_78,247972,247972,0,0.0,802,0.7746076169890149,0.0,0.0,0.0,0.0,0.0,5.9621225904537605,0.0,6.0,85.0,28477.0,159.31348649525341,122.53094912585347,19127.861865787498,0.7746076169890149,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_79,247972,247972,0,0.0,2419,0.4838126885293501,0.0,0.0,0.0,0.0,1.0,48.316902624691494,11.401291071428572,99.0,788.2900000000081,87163.0,582.9924146624193,54.324809717636214,4913.51565510574,0.4838126885293501,0.0,left_edge_mass;high_skew;heavy_tails
feature_80,247972,247972,0,0.0,426,0.7528228993596051,0.0,0.0,0.0,0.0,0.0,2.298785884696659,0.0,6.0,45.0,10173.0,31.337481686413767,163.27615093661774,46745.136865621884,0.7528228993596051,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_81,247972,247972,0,0.0,105,0.8521970222444469,0.0,0.0,0.0,0.0,0.0,0.11883129284757955,0.0,0.0844589285714285,1.0,1228.0,4.436634569155499,159.54629015937087,35305.45366756399,0.8521970222444469,0.0,very_discrete;one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_82,247972,247972,0,0.0,776,0.7393334731340635,0.0,0.0,0.0,0.0,0.0,5.6282568909393,1.0,12.0,104.29000000000815,14271.0,71.74719685432467,68.80776334844747,8950.104439825422,0.7393334731340635,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_83,247972,247972,0,0.0,2381,0.552453502814834,0.0,0.0,0.0,0.0,0.0,47.26377996858516,11.942345357142855,168.0,885.2900000000081,48582.0,364.7303493745533,44.43160946662219,3680.230263173069,0.552453502814834,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_84,247972,247972,0,0.0,680,0.7130038875356896,0.0,0.0,0.0,0.0,0.0,5.114265669793364,1.2926060714285714,12.0,83.0,32967.0,109.38198595417238,210.34647870324244,58762.44045698717,0.7130038875356896,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_85,247972,247972,0,0.0,755,0.6387576016647041,0.0,0.0,0.0,0.0,0.0,7.228537279975159,1.3365532142857144,27.0,141.0,12170.0,53.02275086433848,66.38505110668716,11911.010560087543,0.6387576016647041,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_86,247972,247972,0,0.0,1497,0.6235179778362073,0.0,0.0,0.0,0.0,0.0,19.203832551417097,3.244537142857143,58.0,384.0,35036.0,177.5734256900903,64.64891786761716,8798.275214158226,0.6235179778362073,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_87,247972,247972,0,0.0,2,0.8632587550207281,0.0,0.0,0.0,0.0,0.0,0.0003925938815672698,0.0,0.0028710714285714,0.0028710714285714,0.0028710714285714,0.0009864274147362501,2.11460109274454,2.4715577155390456,0.8632587550207281,0.0,almost_binary;one_value_dominates;left_edge_mass;right_edge_mass
feature_88,247972,247972,0,0.0,236,0.8028648395786621,0.0,0.0,0.0,0.0,0.0,0.6643750337134838,0.0,1.0,11.0,1516.0,10.302798833213412,72.3511157517012,8013.944020549462,0.8028648395786621,0.0,very_discrete;one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_89,247972,247972,0,0.0,859,0.7546981110770571,0.0,0.0,0.0,0.0,0.0,6.477397127941865,0.0,12.0,118.0,54685.0,133.91778783632435,284.23440228257476,112586.66376499763,0.7546981110770571,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_90,247972,247972,0,0.0,502,0.8125393189553659,0.0,0.0,0.0,0.0,0.0,2.1204188723726873,0.0,1.0,33.0,5437.0,38.47193142122978,69.00151418003783,6816.6641748003285,0.8125393189553659,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_91,247972,247972,0,0.0,632,0.7816124401142065,0.0,0.0,0.0,0.0,0.0,3.607735888003484,0.0,5.0,62.0,9787.0,57.20445375388482,71.08015628050491,7941.467791303385,0.7816124401142065,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_92,247972,247972,0,0.0,302,0.8365581597922346,0.0,0.0,0.0,0.0,0.0,0.7635242870162761,0.0,0.2767678571428571,6.0,6117.0,24.56496037309048,121.90322760791045,21611.206095730682,0.8365581597922346,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
feature_93,247972,247972,0,0.0,1496,0.6792016840611037,0.0,0.0,0.0,0.0,0.0,18.109452058216252,4.727499285714286,37.0,307.0,29847.0,228.9488440245383,54.49906750576844,4653.202703495516,0.6792016840611037,0.0,one_value_dominates;left_edge_mass;high_skew;heavy_tails
